Year,USDNo,StudentID,Race,Gender,IEP,ESOL,Lunch,PHYS1,PHYS2,PHYS3,PHYS4,PHYS5,PHYS6,PHYS7,SOC8,SOC9,SOC10,SOC11,SOC12,SOC13,SYM14,SYM15,SYM16,SYM17,SYM18,GK19,GK20,GK21,GK22,GK23,OC24,OC25,OC26,OC27,OC28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,MC36,MC37,MC38,MC39,MC40,MC41,WH42,WH43,WH44,WH45,WH46,ATT47,ATT48,ATT49,ATT50,ATT51,PHYS1S,PHYS2S,PHYS3S,PHYS4S,PHYS5S,PHYS6S,PHYS7S,SOC8S,SOC9S,SOC10S,SOC11S,SOC12S,SOC13S,SYM14S,SYM15S,SYM16S,SYM17S,SYM18S,GK19S,GK20S,GK21S,GK22S,GK23S,OC24S,OC25S,OC26S,OC27S,OC28S,WL29S,WL30S,WL31S,WL32S,WL33S,WL34S,WL35S,MC36S,MC37S,MC38S,MC39S,MC40S,MC41S,WH42S,WH43S,WH44S,WH45S,WH46S,ATT47S,ATT48S,ATT49S,ATT50S,ATT51S,ESOL_Participation_Code,lunch_re,male,minority,iep_re,phys,soc,sym,gk,oc,wl,mc,wh,att,keli_s
2007,428,2120000042,african american,male,Developmentally Delayed,English Speaking,Free Lunch,mastered,mastered,mastered,mastered,mastered,somewhat,none,sometimes,rarely,rarely,sometimes,rarely,sometimes,sometimes,sometimes,often,never,never,some,some,never,sometimes,rarely,often,sometimes,rarely,sometimes,rarely,some,none,never,rarely,no,rarely,never,no,no,none,some,often,sometimes,sometimes,rarely,sometimes,rarely,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1.5714285714,1.5,1.4,1,1.8,0.4285714286,1,1.4,2,
2007,428,2120000048,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,somewhat,mastered,mastered,somewhat,mastered,somewhat,sometimes,often,rarely,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,never,never,some,most,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,some,some,never,rarely,no,often,never,sometimes,no,none,some,rarely,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,sometimes,often,often,often,often,often,often,rarely,most,most,sometimes,often,often,often,often,often,often,often,some,some,often,often,both,rarely,never,yes,no,some,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,1,0,0,1.5714285714,2,1,1.4,1.8,0.8571428571,0.5,2,2,2.3555555556
2007,428,2120000053,white,female,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,mastered,mastered,mastered,mastered,somewhat,mastered,somewhat,sometimes,often,rarely,sometimes,sometimes,often,often,rarely,sometimes,never,never,some,some,never,sometimes,sometimes,often,often,often,sometimes,sometimes,none,none,never,rarely,no,never,never,no,no,none,none,rarely,rarely,often,rarely,sometimes,sometimes,sometimes,sometimes,often,often,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,sometimes,sometimes,most,most,sometimes,often,often,often,often,often,often,often,some,some,often,often,both,rarely,never,yes,sometimes,some,many,often,often,often,often,often,often,often,often,often,often,often,often,,0,0,0,0,1.7142857143,2.1666666667,1.2,1.2,2.6,0.1428571429,0.3333333333,2,2.4,2.3777777778
2007,428,2120000054,hispanic/latino,male,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,mastered,mastered,mastered,somewhat,mastered,somewhat,often,often,often,often,often,often,sometimes,rarely,sometimes,never,never,some,most,never,sometimes,sometimes,sometimes,often,often,sometimes,sometimes,some,none,sometimes,sometimes,no,rarely,never,no,no,some,many,often,never,sometimes,sometimes,sometimes,often,often,often,often,often,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,rarely,most,most,often,often,often,often,often,often,often,often,most,some,sometimes,often,both,rarely,never,yes,no,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,1,1,0,1.5714285714,3,1,1.4,2.4,0.8571428571,1,2.4,2.6,2.4
2007,428,2120000059,african american,female,Developmentally Delayed,English Speaking,Free Lunch,mastered,mastered,mastered,mastered,somewhat,mastered,somewhat,often,sometimes,rarely,rarely,sometimes,sometimes,sometimes,never,sometimes,never,never,some,most,never,rarely,often,rarely,rarely,never,never,rarely,some,some,sometimes,often,no,sometimes,never,yes,no,none,many,rarely,never,rarely,sometimes,often,sometimes,sometimes,sometimes,often,often,often,often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1.7142857143,1.8333333333,0.8,1.4,0.6,1.2857142857,0.8333333333,2,2.8,
2007,431,2120000008,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,somewhat,mastered,somewhat,somewhat,none,none,rarely,sometimes,rarely,rarely,sometimes,sometimes,sometimes,rarely,sometimes,never,never,some,most,never,rarely,rarely,sometimes,sometimes,rarely,rarely,rarely,none,none,never,never,no,never,never,sometimes,no,none,some,rarely,never,sometimes,rarely,rarely,rarely,rarely,rarely,rarely,rarely,rarely,rarely,somewhat,somewhat,somewhat,mastered,mastered,mastered,mastered,often,often,sometimes,sometimes,often,often,often,sometimes,often,often,sometimes,some,most,sometimes,sometimes,often,often,often,often,often,often,none,none,sometimes,sometimes,no,never,sometimes,yes,no,none,many,sometimes,rarely,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,,1,0,0,0,0.8571428571,1.5,1,1,1.4,0,0.5,1.2,1,1.8444444444
2007,431,2120000010,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,somewhat,somewhat,somewhat,somewhat,mastered,mastered,often,often,often,often,sometimes,sometimes,often,sometimes,often,never,rarely,most,most,sometimes,sometimes,sometimes,often,often,sometimes,sometimes,sometimes,some,none,often,often,first only,rarely,sometimes,yes,yes,some,many,sometimes,sometimes,often,sometimes,sometimes,often,sometimes,often,sometimes,often,sometimes,often,somewhat,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,sometimes,often,sometimes,often,sometimes,sometimes,most,most,often,often,often,often,often,often,often,often,most,most,sometimes,often,first only,sometimes,often,yes,yes,many,many,often,often,often,often,sometimes,sometimes,sometimes,sometimes,sometimes,often,sometimes,sometimes,,0,1,0,0,1.2857142857,2.6666666667,1.8,2,2.4,1.5714285714,1.8333333333,2.4,2.6,2.3333333333
2007,431,2120000015,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,somewhat,mastered,mastered,mastered,mastered,mastered,often,often,often,often,sometimes,often,often,sometimes,often,sometimes,never,some,most,sometimes,sometimes,sometimes,often,often,sometimes,sometimes,sometimes,some,some,often,often,first only,rarely,sometimes,yes,yes,some,some,sometimes,sometimes,sometimes,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,sometimes,sometimes,often,sometimes,often,often,often,most,most,sometimes,often,often,often,often,often,often,often,most,most,often,often,first only,sometimes,often,yes,yes,many,many,often,often,sometimes,sometimes,often,often,often,often,often,often,often,often,,0,1,0,0,1.7142857143,2.8333333333,2,1.8,2.4,1.7142857143,1.6666666667,2.8,3,2.5111111111
2007,431,2120000024,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,somewhat,mastered,somewhat,mastered,mastered,mastered,sometimes,often,sometimes,sometimes,often,often,often,sometimes,often,never,never,some,some,never,rarely,sometimes,sometimes,often,often,often,sometimes,some,some,sometimes,often,first only,sometimes,sometimes,yes,no,some,some,sometimes,never,often,often,sometimes,sometimes,often,sometimes,sometimes,sometimes,rarely,rarely,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,often,some,most,rarely,often,often,often,often,often,often,often,some,some,sometimes,often,first only,sometimes,sometimes,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,1,0,0,1.5714285714,2.5,1.6,1,2.6,1.7142857143,1,2.6,1.6,2.4444444444
2007,431,2120000027,,,,,,mastered,somewhat,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,sometimes,sometimes,often,rarely,some,most,sometimes,sometimes,sometimes,often,often,often,often,often,most,most,often,often,first only,sometimes,sometimes,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,often,most,most,often,often,often,often,often,often,often,often,all,all,often,often,first only,sometimes,often,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,,,,,1.8571428571,3,2.2,1.8,3,2.1428571429,2.3333333333,3,3,2.6444444444
2007,431,2120000032,white,female,NO IEP - Regular Education,English Speaking,Reduced Price Lunch,somewhat,somewhat,somewhat,mastered,none,mastered,somewhat,often,often,often,often,often,often,often,sometimes,often,never,never,some,most,often,sometimes,sometimes,often,often,often,sometimes,sometimes,some,some,often,often,first only,rarely,sometimes,yes,no,many,many,sometimes,sometimes,often,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,somewhat,mastered,often,often,often,often,often,often,often,sometimes,often,often,sometimes,some,most,often,often,often,often,often,sometimes,often,sometimes,most,most,often,often,first only,sometimes,often,yes,yes,some,many,often,often,sometimes,often,often,often,often,often,often,often,often,often,,1,0,0,0,1.1428571429,3,1.6,2,2.6,1.7142857143,1.6666666667,3,3,2.4222222222
2007,431,2120000033,,male,,,,,,,,,,,sometimes,often,often,rarely,often,sometimes,often,sometimes,often,never,never,none,most,never,rarely,sometimes,rarely,rarely,rarely,rarely,rarely,some,none,rarely,sometimes,no,never,rarely,no,no,none,many,often,never,never,rarely,often,sometimes,rarely,sometimes,rarely,sometimes,often,rarely,somewhat,somewhat,somewhat,somewhat,somewhat,mastered,mastered,sometimes,often,often,sometimes,often,often,often,sometimes,often,sometimes,sometimes,some,most,rarely,sometimes,often,sometimes,often,sometimes,sometimes,sometimes,some,some,sometimes,sometimes,first only,rarely,sometimes,yes,yes,some,many,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,,,1,,,,2.3333333333,1.6,1,1,0.7142857143,0.8333333333,1.4,1.8,1.8444444444
2007,431,2120000039,white,male,Speech Language Disability,English Speaking,Free Lunch,none,none,none,somewhat,none,none,somewhat,sometimes,sometimes,sometimes,rarely,rarely,sometimes,sometimes,rarely,sometimes,never,never,some,most,never,never,rarely,rarely,often,rarely,rarely,rarely,none,none,rarely,rarely,no,never,rarely,yes,no,none,some,often,rarely,sometimes,rarely,often,sometimes,rarely,sometimes,rarely,sometimes,sometimes,rarely,somewhat,somewhat,somewhat,mastered,somewhat,somewhat,mastered,often,often,often,sometimes,sometimes,often,often,sometimes,sometimes,rarely,rarely,none,most,rarely,sometimes,sometimes,sometimes,often,sometimes,often,sometimes,some,some,sometimes,sometimes,no,rarely,sometimes,yes,no,some,many,sometimes,rarely,sometimes,sometimes,often,often,sometimes,sometimes,sometimes,sometimes,often,sometimes,,1,1,0,1,0.2857142857,1.6666666667,1,0.8,1.4,0.4285714286,1.1666666667,1.8,1.6,1.7111111111
2007,431,2120000046,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,somewhat,mastered,mastered,somewhat,mastered,somewhat,sometimes,often,sometimes,sometimes,often,sometimes,sometimes,sometimes,sometimes,rarely,rarely,some,most,sometimes,often,sometimes,often,often,sometimes,sometimes,sometimes,some,some,sometimes,sometimes,first only,rarely,sometimes,yes,no,some,some,often,often,sometimes,sometimes,sometimes,sometimes,often,sometimes,sometimes,often,sometimes,sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1.4285714286,2.3333333333,1.6,2,2.4,1.4285714286,1.6666666667,2.2,2.2,
2007,431,2120000051,white,male,NO IEP - Regular Education,English Speaking,Reduced Price Lunch,somewhat,somewhat,mastered,mastered,somewhat,mastered,1.5,often,often,often,often,sometimes,often,often,sometimes,often,sometimes,rarely,some,most,often,sometimes,sometimes,often,often,often,often,often,some,some,sometimes,sometimes,first only,rarely,sometimes,yes,yes,some,many,often,often,often,sometimes,often,sometimes,sometimes,often,sometimes,often,sometimes,sometimes,somewhat,somewhat,mastered,mastered,mastered,mastered,mastered,often,often,often,often,sometimes,often,often,sometimes,often,rarely,often,some,most,often,often,often,often,often,often,often,often,all,all,often,often,first only,sometimes,often,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,sometimes,sometimes,,1,1,0,0,1.5,2.8333333333,2.2,2,3,1.4285714286,2.1666666667,2.4,2.4,2.4666666667
2007,457,2120000001,hispanic/latino,female,NO IEP - Regular Education,ELL,Regular Priced Lunch,mastered,mastered,mastered,mastered,somewhat,somewhat,mastered,often,often,often,often,often,often,often,sometimes,often,sometimes,sometimes,some,most,sometimes,sometimes,sometimes,often,often,often,often,often,most,some,often,sometimes,first only,sometimes,sometimes,yes,no,some,many,sometimes,often,often,often,sometimes,often,often,often,sometimes,often,sometimes,rarely,mastered,mastered,mastered,mastered,mastered,somewhat,mastered,often,often,sometimes,often,often,often,often,often,often,often,often,most,most,often,often,often,often,often,often,often,often,all,all,often,often,both,often,often,yes,yes,many,many,often,often,often,often,sometimes,often,often,often,often,often,sometimes,sometimes,,0,0,1,0,1.7142857143,3,2.4,1.8,3,1.8571428571,1.6666666667,2.8,2.2,2.6
2007,457,2120000011,hispanic/latino,male,NO IEP - Regular Education,ELL,Free Lunch,none,somewhat,mastered,somewhat,somewhat,somewhat,none,sometimes,sometimes,rarely,rarely,sometimes,rarely,sometimes,rarely,sometimes,never,never,none,some,sometimes,sometimes,rarely,sometimes,sometimes,never,rarely,rarely,some,none,sometimes,sometimes,no,rarely,rarely,no,no,none,some,rarely,often,rarely,rarely,sometimes,sometimes,rarely,rarely,sometimes,sometimes,sometimes,never,mastered,somewhat,mastered,mastered,mastered,somewhat,somewhat,often,often,sometimes,rarely,often,sometimes,sometimes,sometimes,often,never,never,none,most,rarely,sometimes,sometimes,often,sometimes,never,rarely,rarely,most,some,sometimes,rarely,first only,sometimes,rarely,sometimes,no,none,some,rarely,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,rarely,rarely,,1,1,1,0,0.8571428571,1.5,1,1.2,1.2,1,0.8333333333,1.4,1.4,1.3777777778
2007,457,2120000013,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,mastered,mastered,mastered,mastered,somewhat,mastered,often,often,often,often,sometimes,often,often,sometimes,often,rarely,rarely,most,most,often,often,sometimes,often,often,often,often,often,most,some,often,often,first only,sometimes,sometimes,yes,sometimes,some,many,sometimes,often,often,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,sometimes,often,rarely,sometimes,some,most,often,often,often,often,often,often,often,often,all,most,often,often,both,often,often,yes,yes,many,many,sometimes,often,often,often,often,often,often,often,often,often,sometimes,sometimes,,1,0,0,0,1.8571428571,2.8333333333,2,2.4,3,2,1.8333333333,3,3,2.4888888889
2007,457,2120000017,hispanic/latino,male,NO IEP - Regular Education,ELL,Free Lunch,somewhat,mastered,mastered,mastered,somewhat,somewhat,mastered,sometimes,sometimes,often,often,sometimes,sometimes,sometimes,rarely,often,rarely,sometimes,none,most,sometimes,sometimes,rarely,often,sometimes,sometimes,rarely,sometimes,some,none,rarely,sometimes,first only,rarely,rarely,sometimes,no,some,many,sometimes,often,sometimes,rarely,rarely,rarely,sometimes,rarely,rarely,sometimes,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,none,mastered,often,often,sometimes,sometimes,often,often,often,sometimes,often,never,never,none,most,sometimes,sometimes,often,often,sometimes,sometimes,rarely,sometimes,most,some,often,often,first only,sometimes,sometimes,yes,sometimes,some,many,rarely,often,sometimes,often,sometimes,often,sometimes,sometimes,sometimes,often,sometimes,sometimes,,1,1,1,0,1.5714285714,2.3333333333,1.8,1.4,2,1,1.5,1.4,1.6,1.9111111111
2007,457,2120000022,hispanic/latino,female,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,mastered,mastered,mastered,somewhat,somewhat,mastered,often,often,often,sometimes,often,often,often,sometimes,often,rarely,rarely,none,most,sometimes,often,sometimes,often,often,sometimes,often,often,most,some,often,sometimes,first only,sometimes,sometimes,yes,no,some,many,sometimes,often,often,often,often,often,often,often,often,often,often,sometimes,mastered,somewhat,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,often,often,often,often,rarely,often,never,rarely,some,most,sometimes,sometimes,often,often,sometimes,often,sometimes,often,most,some,often,often,first only,sometimes,sometimes,sometimes,no,some,many,sometimes,often,often,often,sometimes,often,often,sometimes,often,often,sometimes,sometimes,,1,0,1,0,1.7142857143,2.8333333333,2,1.8,2.8,1.8571428571,1.6666666667,3,2.8,2.0666666667
2007,457,2120000023,asian,female,NO IEP - Regular Education,ELL,Regular Priced Lunch,mastered,none,mastered,somewhat,somewhat,none,somewhat,sometimes,sometimes,rarely,rarely,sometimes,sometimes,sometimes,rarely,sometimes,never,never,some,some,rarely,rarely,rarely,often,rarely,never,never,never,some,none,sometimes,rarely,no,never,never,sometimes,no,none,none,rarely,sometimes,rarely,rarely,sometimes,sometimes,rarely,rarely,sometimes,sometimes,rarely,sometimes,mastered,mastered,mastered,mastered,mastered,somewhat,mastered,often,often,rarely,sometimes,rarely,sometimes,often,rarely,often,never,never,some,most,sometimes,sometimes,often,often,often,rarely,sometimes,rarely,most,some,often,often,both,sometimes,often,yes,yes,some,many,sometimes,often,sometimes,sometimes,often,often,often,often,often,often,sometimes,sometimes,,0,0,1,0,1,1.6666666667,1,1,0.8,0.5714285714,0.6666666667,1.4,1.6,2.0888888889
2007,457,2120000025,hispanic/latino,female,NO IEP - Regular Education,ELL,Free Lunch,mastered,mastered,mastered,mastered,,,mastered,sometimes,often,sometimes,sometimes,often,often,often,sometimes,often,rarely,never,some,most,sometimes,sometimes,rarely,often,often,rarely,sometimes,rarely,some,none,often,often,first only,sometimes,sometimes,yes,no,some,many,sometimes,often,sometimes,sometimes,sometimes,often,sometimes,often,sometimes,often,sometimes,sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,2.5,1.8,1.6,2,1.7142857143,1.6666666667,2.2,2.4,
2007,457,2120000049,hispanic/latino,male,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,often,often,often,often,sometimes,sometimes,often,sometimes,rarely,some,most,often,often,sometimes,often,often,often,often,often,some,none,often,sometimes,first only,sometimes,sometimes,yes,no,some,many,often,often,often,often,sometimes,often,often,often,often,often,sometimes,often,mastered,mastered,mastered,mastered,mastered,somewhat,mastered,often,rarely,often,often,sometimes,often,often,sometimes,often,often,often,most,most,often,often,often,often,often,often,often,often,all,most,often,often,both,often,often,yes,no,some,many,often,often,often,often,sometimes,sometimes,often,often,often,often,rarely,sometimes,,1,1,1,0,1.8571428571,3,2,2.2,3,1.5714285714,1.8333333333,2.8,2.8,2.4444444444
2007,457,2120000050,hispanic/latino,female,NO IEP - Regular Education,ELL,Free Lunch,mastered,mastered,mastered,somewhat,somewhat,somewhat,somewhat,sometimes,often,often,often,often,often,often,rarely,sometimes,never,never,some,some,sometimes,sometimes,rarely,often,sometimes,sometimes,rarely,rarely,some,none,sometimes,rarely,no,rarely,rarely,sometimes,no,some,some,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,often,sometimes,rarely,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,sometimes,often,rarely,rarely,some,most,often,sometimes,often,often,often,sometimes,sometimes,often,all,some,often,often,first only,sometimes,sometimes,yes,no,some,many,sometimes,often,often,often,often,often,often,often,often,often,sometimes,rarely,,1,0,1,0,1.4285714286,2.8333333333,1.2,1.4,1.8,0.8571428571,1,2,2,2.2222222222
2007,457,2120000055,hispanic/latino,female,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,sometimes,often,often,often,sometimes,often,rarely,sometimes,some,most,often,sometimes,sometimes,often,often,sometimes,often,often,most,some,often,sometimes,first only,sometimes,sometimes,yes,no,some,many,sometimes,often,sometimes,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,sometimes,often,sometimes,sometimes,some,most,often,often,often,often,often,sometimes,often,often,all,all,often,often,first only,often,sometimes,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,sometimes,,1,0,1,0,2,2.8333333333,2.2,2,2.8,1.8571428571,1.6666666667,2.8,3,2.5111111111
2007,480,2120000002,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,none,somewhat,somewhat,mastered,somewhat,somewhat,somewhat,often,sometimes,often,often,sometimes,often,often,sometimes,sometimes,rarely,never,some,most,sometimes,rarely,rarely,sometimes,often,often,sometimes,often,some,some,sometimes,sometimes,first only,rarely,rarely,yes,no,some,many,rarely,sometimes,often,sometimes,sometimes,often,often,often,sometimes,sometimes,sometimes,sometimes,none,somewhat,mastered,mastered,mastered,mastered,somewhat,often,sometimes,often,often,sometimes,sometimes,often,sometimes,often,sometimes,sometimes,some,most,sometimes,sometimes,sometimes,often,often,often,often,often,some,some,sometimes,often,first only,sometimes,sometimes,yes,sometimes,some,many,often,sometimes,often,sometimes,sometimes,sometimes,often,sometimes,sometimes,sometimes,sometimes,sometimes,,0,1,0,0,1,2.6666666667,1.6,1.4,2.6,1.2857142857,1.3333333333,2.6,2.2,2.0222222222
2007,480,2120000003,white,female,NO IEP - Regular Education,ELL,Reduced Price Lunch,mastered,mastered,mastered,mastered,mastered,somewhat,somewhat,often,often,often,sometimes,often,often,sometimes,rarely,sometimes,rarely,rarely,some,some,sometimes,sometimes,rarely,often,often,sometimes,sometimes,sometimes,some,some,often,sometimes,first only,rarely,rarely,yes,sometimes,some,some,sometimes,sometimes,often,often,often,often,often,often,sometimes,often,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,sometimes,often,sometimes,sometimes,some,most,sometimes,sometimes,sometimes,often,often,often,often,often,most,most,often,often,first only,sometimes,sometimes,yes,no,some,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,0,0,0,1.7142857143,2.8333333333,1.4,1.4,2.4,1.4285714286,1.5,3,2.4,2.3555555556
2007,480,2120000006,hispanic/latino,male,NO IEP - Regular Education,ELL,Free Lunch,mastered,mastered,mastered,mastered,mastered,somewhat,somewhat,often,often,often,sometimes,often,often,often,sometimes,sometimes,never,never,some,most,rarely,rarely,rarely,rarely,sometimes,rarely,rarely,rarely,some,some,sometimes,sometimes,first only,rarely,rarely,yes,no,some,many,rarely,sometimes,often,often,often,often,often,often,often,often,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,sometimes,often,sometimes,sometimes,some,most,sometimes,sometimes,sometimes,often,often,often,sometimes,often,most,most,often,often,first only,rarely,rarely,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,sometimes,sometimes,,1,1,1,0,1.7142857143,2.8333333333,1.4,1.2,1.2,1.2857142857,1.3333333333,3,2.6,2.3111111111
2007,480,2120000007,hispanic/latino,male,NO IEP - Regular Education,ELL,Free Lunch,none,none,mastered,mastered,mastered,mastered,none,rarely,sometimes,never,sometimes,often,sometimes,rarely,never,rarely,never,never,some,none,rarely,rarely,never,sometimes,sometimes,1.25,rarely,never,none,none,rarely,never,no,never,never,no,no,none,none,rarely,never,never,rarely,rarely,sometimes,sometimes,sometimes,rarely,sometimes,sometimes,rarely,mastered,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,sometimes,often,often,often,often,sometimes,often,sometimes,sometimes,most,most,sometimes,often,often,often,often,sometimes,sometimes,sometimes,most,some,sometimes,often,first only,sometimes,sometimes,yes,sometimes,some,many,sometimes,often,sometimes,sometimes,often,sometimes,often,often,often,often,sometimes,sometimes,,1,1,1,0,1.1428571429,1.6666666667,0.4,0.6,1.25,0.1428571429,0.1666666667,1.2,1.6,2.1777777778
2007,480,2120000012,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,mastered,mastered,mastered,mastered,somewhat,somewhat,often,often,often,often,often,often,sometimes,sometimes,sometimes,rarely,rarely,some,most,sometimes,sometimes,rarely,often,often,often,sometimes,often,some,some,sometimes,sometimes,first only,rarely,rarely,yes,no,some,some,sometimes,sometimes,often,sometimes,often,often,often,often,sometimes,often,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,sometimes,often,some,most,often,sometimes,sometimes,often,often,often,often,often,all,all,often,often,both,sometimes,sometimes,yes,yes,some,many,often,often,often,often,often,often,often,often,often,often,sometimes,sometimes,,1,1,0,0,1.7142857143,3,1.6,1.6,2.8,1.2857142857,1.3333333333,2.8,2.4,2.4888888889
2007,480,2120000018,,,,,,somewhat,somewhat,mastered,mastered,mastered,somewhat,somewhat,often,often,often,often,often,sometimes,sometimes,sometimes,sometimes,rarely,rarely,some,most,rarely,rarely,rarely,often,often,sometimes,rarely,sometimes,some,some,often,sometimes,first only,rarely,rarely,yes,no,some,many,rarely,sometimes,often,often,often,often,often,often,often,often,sometimes,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,sometimes,sometimes,sometimes,sometimes,some,most,sometimes,sometimes,sometimes,often,often,often,often,often,most,most,often,often,first only,sometimes,sometimes,yes,no,some,many,often,sometimes,often,often,often,often,often,often,often,often,often,often,,,,,,1.4285714286,2.8333333333,1.6,1.2,2.2,1.4285714286,1.3333333333,3,2.8,2.3111111111
2007,480,2120000028,hispanic/latino,female,NO IEP - Regular Education,ELL,Free Lunch,mastered,mastered,mastered,mastered,mastered,somewhat,somewhat,often,often,often,often,often,often,often,sometimes,sometimes,sometimes,sometimes,some,most,sometimes,sometimes,rarely,sometimes,often,often,sometimes,sometimes,some,some,often,sometimes,first only,rarely,rarely,yes,sometimes,some,many,sometimes,sometimes,often,often,often,often,often,often,sometimes,often,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,sometimes,often,often,sometimes,often,often,sometimes,sometimes,some,most,sometimes,sometimes,sometimes,often,often,often,often,often,all,all,often,often,both,sometimes,sometimes,yes,yes,many,many,often,often,often,often,sometimes,sometimes,often,often,often,often,sometimes,often,,1,0,1,0,1.7142857143,3,2.2,1.6,2.4,1.4285714286,1.6666666667,3,2.4,2.4222222222
